LO_ID,Subject,Subject_Name,Priority,BK_Only,ECQB_2026_Change,File_Hits,First_File,DB_Rows,Coverage_Status_Suggested,LO_Text
021.11.05.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the term ‘flat-rated engine’ by describing the change of take-off thrust, turbine inlet temperature and engine rpm with outside air temperature (OAT)."
021.11.05.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘engine pressure ratio’ (EPR).
021.11.05.01.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the use of reduced (flexible) and derated thrust for take-off, and explain the advantages and disadvantages when compared with a full-rated take-off."
021.11.05.01.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the effects of use of bleed air on rpm, EGT, thrust, and specific fuel consumption."
021.11.06.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that an APU is a gas turbine engine and list its tasks.
021.11.06.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the difference between the two types of APU inlets.
021.11.06.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘maximum operating and maximum starting altitude’.
021.11.06.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the typical APU control and monitoring instruments.
021.11.06.01.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the APU’s automatic shutdown protection.
021.12.01.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the operating principle of the following types of smoke detection sensors: optical; ionising.
021.12.01.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Give an example of warnings, indications and function tests."
021.12.02.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the operating principle of a built-in fire-extinguishing system and describe its components.
021.12.02.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that two discharges must be provided for each engine (see CS 25.1195(c) Fire-extinguisher systems).
021.12.02.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the following principles of fire detection: resistance and capacitance; gas pressure.
021.12.02.02.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain fire-detection applications such as: bimetallic; continuous loop; gaseous loop (gas-filled detectors).
021.12.02.02.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why generally double-loop systems are used.
021.12.02.02.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Give an example of warnings, indications and function tests of a fire-protection system."
021.12.03.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the principle and method of operation of the following windshield rain-protection systems for an aeroplane: wipers; liquids (rain-repellent); coating.
021.13.01.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the basic operating principle of a cockpit oxygen system and describe the following different modes of operation: normal (diluter demand); 100 per cent; emergency.
021.13.01.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the operating principle and the purposes of the following two portable oxygen systems: smoke hood; portable bottle.
021.13.01.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the following two oxygen systems that can be used to supply oxygen to passengers: fixed system (chemical oxygen generator or gaseous system); portable.
021.13.01.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the actuation methods (automatic and manual) and the functioning of a passenger oxygen mask.
021.13.01.01.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Compare chemical oxygen generators to gaseous systems with respect to: capacity; flow regulation.
021.13.01.01.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the dangers of grease or oil related to the use of oxygen systems.
022.01.01.01.01,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"Define ‘pressure’, ‘absolute pressure’ and ‘differential pressure’."
022.01.01.01.02,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units used for pressure measurement: Pascal; bar; inches of mercury (in Hg); pounds per square inch (psi).
022.01.01.01.03,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State the relationship between the different units.
022.01.01.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List and describe the following different types of sensors used according to the pressure to be measured: aneroid capsules; bellows; diaphragms; bourdon tube.
022.01.01.01.05,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Identify pressure measurements that are applicable to an aircraft: liquid-pressure measurement (fuel, oil, hydraulic); air-pressure measurement (bleed-air systems, air-conditioning systems); engine-pressure measurement manifold pressure (MAP), engine pressure ratio (EPR))."
022.01.01.01.06,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify and read pressure measurement indications both for engine indications and other systems.
022.01.01.01.07,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the implications of the following pressure measurement errors both for engine indications and other systems: loss of pressure sensing; incorrect pressure indications.
022.01.02.01.01,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain temperature.
022.01.02.01.02,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units that can be used for temperature measurement: Kelvin; Celsius; Fahrenheit.
022.01.02.01.03,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,State the relationship between these units and convert between them.
022.01.02.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Identify temperature measurements that are applicable to an aircraft: gas temperature measurement (ambient air, bleed-air systems, air-conditioning systems, air inlet, exhaust gas, gas turbine outlets); liquid-temperature measurement (fuel, oil, hydraulic); component-temperature measurement (generator, transformer rectifier unit (TRU), pumps (fuel, hydraulic), power transfer unit (PTU)."
022.01.02.01.05,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify and read temperature measurement indications for both engine indications and other systems.
022.01.03.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that the quantity of fuel can be measured by volume or mass.
022.01.03.01.02,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units used for fuel quantity: kilogramme; pound; litres; gallons (US and imperial).
022.01.03.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Convert between the various units.
022.01.03.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the parameters that can affect the measurement of the volume or mass of the fuel in a fuel tank: temperature; aircraft accelerations and attitudes; and explain how the fuel-gauge system design compensates for these changes.
022.01.03.01.05,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe and explain the operating principles of the following types of fuel gauges: float system; capacitance-type of fuel-gauge system. ultrasound-type of fuel-gauge system: to be introduced at a later date.
022.01.03.01.06,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe and complete a typical post-refuelling procedure for a pilot: recording the volume that was filled; converting to the appropriate unit used by the aircraft fuel gauge(s) to compare the actual indicated fuel content to the calculated fuel content; assess appropriate action if the numbers does not compare.
022.01.04.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘fuel flow’ and where it is measured.
022.01.04.01.02,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that fuel flow may be measured by volume or mass per unit of time.
022.01.04.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units used for fuel flow when measured by mass per hour: kilogrammes/hour; pounds/hour.
022.01.04.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units used for fuel flow when measured by volume per hour: litres/hour; imperial gallons/hour; US gallons/hour.
022.01.04.01.05,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how total fuel consumption is obtained.
022.01.05.01.01,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"List the following types of tachometers, describe their basic operating principle and give examples of use: mechanical (rotating magnet); electrical (three-phase tacho-generator); electronic (impulse measurement with speed probe and phonic wheel); and describe the operating principle of each type."
022.01.05.01.02,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the typical units for engine speed: rpm for piston-engine aircraft; percentage for turbine-engine aircraft.
022.01.05.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain that some types of rpm indicators require electrical power to provide an indication.
022.01.06.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List and describe the following two parameters used to represent thrust: N1; EPR.
022.01.06.01.02,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the operating principle of using an engine with EPR indication and explain the consequences of incorrect or missing EPR to the operation of the engine, including reverting to N1 mode."
022.01.06.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Give examples of display for N1 and EPR.
022.01.07.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘torque’.
022.01.07.01.02,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the relationship between power, torque and rpm."
022.01.07.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the following units used for torque: Newton meters; inch or foot pounds.
022.01.07.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that engine torque can be displayed as a percentage.
022.01.07.01.05,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,"List and describe the following different types of torquemeters, and explain their operating principles: mechanical; electronic."
022.01.07.01.06,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Compare the two systems with regard to design and weight.
022.01.07.01.07,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Give examples of display.
022.01.08.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the purpose of a synchroscope.
022.01.08.01.02,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the operating principle of a synchroscope.
022.01.08.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Give examples of display.
022.01.09.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the purpose of a vibration-monitoring system for a jet engine.
022.01.09.01.02,022,Aircraft General Knowledge — Instrumentation,LOW,Y,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the operating principle of a vibration-monitoring system using the following two types of sensors: piezoelectric crystal; magnet.
022.01.09.01.03,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain that there is no specific unit for vibration monitoring, i.e. it is determined by specified numeric threshold values."
022.01.09.01.04,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Give examples of display.
022.01.10.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain that the on-board aircraft clock provides a time reference for several of the on-board systems including aircraft communications addressing and reporting system (ACARS) and engine and systems maintenance.
022.02.01.01.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the following pressure measurements and state the relationship between them: static pressure; dynamic pressure; total pressure.
022.02.01.02.01,022,Aircraft General Knowledge — Instrumentation,MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the design and the operating principle of a: static port/source; pitot tube; combined pitot/static probe.
